Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Sun Dec 25 2011,12:00p,Boston Celtics,104,New York Knicks,106,Box Score,,19763,Madison Square Garden (IV),
Sun Dec 25 2011,2:30p,Miami Heat,105,Dallas Mavericks,94,Box Score,,20421,American Airlines Center,
Sun Dec 25 2011,5:00p,Chicago Bulls,88,Los Angeles Lakers,87,Box Score,,18997,STAPLES Center,
Sun Dec 25 2011,8:00p,Orlando Magic,89,Oklahoma City Thunder,97,Box Score,,18203,Chesapeake Energy Arena,
Sun Dec 25 2011,10:30p,Los Angeles Clippers,105,Golden State Warriors,86,Box Score,,19596,Oracle Arena,
Mon Dec 26 2011,7:00p,Toronto Raptors,104,Cleveland Cavaliers,96,Box Score,,20562,Quicken Loans Arena,
Mon Dec 26 2011,7:00p,New Jersey Nets,90,Washington Wizards,84,Box Score,,17102,Verizon Center,
Mon Dec 26 2011,7:00p,Houston Rockets,95,Orlando Magic,104,Box Score,,18846,Amway Center,
Mon Dec 26 2011,7:00p,Detroit Pistons,79,Indiana Pacers,91,Box Score,,18165,Bankers Life Fieldhouse,
Mon Dec 26 2011,7:00p,Milwaukee Bucks,95,Charlotte Bobcats,96,Box Score,,17173,Time Warner Cable Arena,
Mon Dec 26 2011,8:00p,Oklahoma City Thunder,104,Minnesota Timberwolves,100,Box Score,,19406,Target Center,
Mon Dec 26 2011,8:30p,Denver Nuggets,115,Dallas Mavericks,93,Box Score,,20408,American Airlines Center,
Mon Dec 26 2011,8:30p,Memphis Grizzlies,82,San Antonio Spurs,95,Box Score,,18581,AT&T Center,
Mon Dec 26 2011,9:00p,New Orleans Hornets,85,Phoenix Suns,84,Box Score,,17776,US Airways Center,
Mon Dec 26 2011,10:00p,Philadelphia 76ers,103,Portland Trail Blazers,107,Box Score,,20509,Rose Garden Arena,
Mon Dec 26 2011,10:00p,Los Angeles Lakers,91,Sacramento Kings,100,Box Score,,17317,Power Balance Pavilion,
Mon Dec 26 2011,10:30p,Chicago Bulls,91,Golden State Warriors,99,Box Score,,19596,Oracle Arena,
Tue Dec 27 2011,7:30p,Atlanta Hawks,106,New Jersey Nets,70,Box Score,,18711,Prudential Center,
Tue Dec 27 2011,8:00p,Boston Celtics,107,Miami Heat,115,Box Score,,20166,AmericanAirlines Arena,
Tue Dec 27 2011,8:30p,Minnesota Timberwolves,95,Milwaukee Bucks,98,Box Score,,17352,Bradley Center,
Tue Dec 27 2011,10:00p,Sacramento Kings,79,Portland Trail Blazers,101,Box Score,,20350,Rose Garden Arena,
Tue Dec 27 2011,10:30p,Utah Jazz,71,Los Angeles Lakers,96,Box Score,,18997,STAPLES Center,
Wed Dec 28 2011,6:00p,Indiana Pacers,90,Toronto Raptors,85,Box Score,,19800,Air Canada Centre,
Wed Dec 28 2011,7:00p,Miami Heat,96,Charlotte Bobcats,95,Box Score,,19614,Time Warner Cable Arena,
Wed Dec 28 2011,7:30p,Washington Wizards,83,Atlanta Hawks,101,Box Score,,17750,Philips Arena,
Wed Dec 28 2011,7:30p,Cleveland Cavaliers,105,Detroit Pistons,89,Box Score,,22076,The Palace of Auburn Hills,
Wed Dec 28 2011,8:00p,Boston Celtics,78,New Orleans Hornets,97,Box Score,,17802,New Orleans Arena,
Wed Dec 28 2011,8:00p,Oklahoma City Thunder,98,Memphis Grizzlies,95,Box Score,,18119,FedEx Forum,
Wed Dec 28 2011,8:30p,Los Angeles Clippers,90,San Antonio Spurs,115,Box Score,,18581,AT&T Center,
Wed Dec 28 2011,9:00p,Philadelphia 76ers,103,Phoenix Suns,83,Box Score,,16360,US Airways Center,
Wed Dec 28 2011,9:00p,Utah Jazz,100,Denver Nuggets,117,Box Score,,19155,Pepsi Center,
Wed Dec 28 2011,10:30p,New York Knicks,78,Golden State Warriors,92,Box Score,,19596,Oracle Arena,
Thu Dec 29 2011,7:00p,New Jersey Nets,78,Orlando Magic,94,Box Score,,18954,Amway Center,
Thu Dec 29 2011,8:00p,San Antonio Spurs,85,Houston Rockets,105,Box Score,,18267,Toyota Center,
Thu Dec 29 2011,8:00p,Dallas Mavericks,102,Oklahoma City Thunder,104,Box Score,,18203,Chesapeake Energy Arena,
Thu Dec 29 2011,10:00p,Denver Nuggets,102,Portland Trail Blazers,111,Box Score,,20531,Rose Garden Arena,
Thu Dec 29 2011,10:00p,Chicago Bulls,108,Sacramento Kings,98,Box Score,,17317,Power Balance Pavilion,
Thu Dec 29 2011,10:30p,New York Knicks,82,Los Angeles Lakers,99,Box Score,,18997,STAPLES Center,
Fri Dec 30 2011,7:00p,Orlando Magic,100,Charlotte Bobcats,79,Box Score,,18064,Time Warner Cable Arena,
Fri Dec 30 2011,7:00p,Cleveland Cavaliers,91,Indiana Pacers,98,Box Score,OT,13004,Bankers Life Fieldhouse,
Fri Dec 30 2011,7:30p,New Jersey Nets,98,Atlanta Hawks,105,Box Score,,16300,Philips Arena,
Fri Dec 30 2011,7:30p,Detroit Pistons,85,Boston Celtics,96,Box Score,,18624,TD Garden,
Fri Dec 30 2011,8:00p,Phoenix Suns,93,New Orleans Hornets,78,Box Score,,15790,New Orleans Arena,
Fri Dec 30 2011,8:00p,Houston Rockets,93,Memphis Grizzlies,113,Box Score,,16069,FedEx Forum,
Fri Dec 30 2011,8:00p,Miami Heat,103,Minnesota Timberwolves,101,Box Score,,19356,Target Center,
Fri Dec 30 2011,8:30p,Toronto Raptors,86,Dallas Mavericks,99,Box Score,,20307,American Airlines Center,
Fri Dec 30 2011,8:30p,Washington Wizards,81,Milwaukee Bucks,102,Box Score,,17065,Bradley Center,
Fri Dec 30 2011,9:00p,Philadelphia 76ers,99,Utah Jazz,102,Box Score,,19911,EnergySolutions Arena,
Fri Dec 30 2011,10:30p,Chicago Bulls,114,Los Angeles Clippers,101,Box Score,,19426,STAPLES Center,
Sat Dec 31 2011,3:30p,Denver Nuggets,89,Los Angeles Lakers,92,Box Score,,18997,STAPLES Center,
Sat Dec 31 2011,6:00p,Indiana Pacers,88,Detroit Pistons,96,Box Score,,8824,The Palace of Auburn Hills,
Sat Dec 31 2011,7:00p,Atlanta Hawks,84,Houston Rockets,95,Box Score,,14390,Toyota Center,
Sat Dec 31 2011,8:00p,Phoenix Suns,97,Oklahoma City Thunder,107,Box Score,,18203,Chesapeake Energy Arena,
Sat Dec 31 2011,8:00p,New York Knicks,114,Sacramento Kings,92,Box Score,,16175,Power Balance Pavilion,
Sat Dec 31 2011,8:30p,Utah Jazz,89,San Antonio Spurs,104,Box Score,,17769,AT&T Center,
Sat Dec 31 2011,9:00p,Philadelphia 76ers,107,Golden State Warriors,79,Box Score,,19084,Oracle Arena,
Sun Jan 1 2012,6:00p,New Jersey Nets,82,Cleveland Cavaliers,98,Box Score,,15084,Quicken Loans Arena,
Sun Jan 1 2012,6:00p,Charlotte Bobcats,90,Miami Heat,129,Box Score,,20016,AmericanAirlines Arena,
Sun Jan 1 2012,6:00p,Toronto Raptors,96,Orlando Magic,102,Box Score,,18846,Amway Center,
Sun Jan 1 2012,6:00p,Boston Celtics,94,Washington Wizards,86,Box Score,,17458,Verizon Center,
Sun Jan 1 2012,7:00p,Dallas Mavericks,82,Minnesota Timberwolves,99,Box Score,,15115,Target Center,
Sun Jan 1 2012,8:00p,Memphis Grizzlies,64,Chicago Bulls,104,Box Score,,22763,United Center,
Sun Jan 1 2012,8:00p,Los Angeles Lakers,90,Denver Nuggets,99,Box Score,,19155,Pepsi Center,
Sun Jan 1 2012,9:00p,New Orleans Hornets,80,Sacramento Kings,96,Box Score,,13628,Power Balance Pavilion,
Sun Jan 1 2012,9:30p,Portland Trail Blazers,88,Los Angeles Clippers,93,Box Score,,19060,STAPLES Center,
Mon Jan 2 2012,3:30p,Golden State Warriors,91,Phoenix Suns,102,Box Score,,14793,US Airways Center,
Mon Jan 2 2012,7:30p,Washington Wizards,92,Boston Celtics,100,Box Score,,18624,TD Garden,
Mon Jan 2 2012,7:30p,Orlando Magic,78,Detroit Pistons,89,Box Score,,8120,The Palace of Auburn Hills,
Mon Jan 2 2012,7:30p,Atlanta Hawks,100,Miami Heat,92,Box Score,,20078,AmericanAirlines Arena,
Mon Jan 2 2012,7:30p,Indiana Pacers,108,New Jersey Nets,94,Box Score,,12519,Prudential Center,
Mon Jan 2 2012,7:30p,Toronto Raptors,90,New York Knicks,85,Box Score,,19763,Madison Square Garden (IV),
Mon Jan 2 2012,8:00p,San Antonio Spurs,96,Minnesota Timberwolves,106,Box Score,,14514,Target Center,
Mon Jan 2 2012,8:30p,Oklahoma City Thunder,87,Dallas Mavericks,100,Box Score,,20108,American Airlines Center,
Mon Jan 2 2012,9:00p,Milwaukee Bucks,86,Denver Nuggets,91,Box Score,,14142,Pepsi Center,
Mon Jan 2 2012,9:00p,New Orleans Hornets,90,Utah Jazz,94,Box Score,,19159,EnergySolutions Arena,
Tue Jan 3 2012,7:00p,Charlotte Bobcats,101,Cleveland Cavaliers,115,Box Score,,14173,Quicken Loans Arena,
Tue Jan 3 2012,8:00p,Atlanta Hawks,74,Chicago Bulls,76,Box Score,,22166,United Center,
Tue Jan 3 2012,8:00p,Sacramento Kings,96,Memphis Grizzlies,113,Box Score,,12391,FedEx Forum,
Tue Jan 3 2012,8:00p,Portland Trail Blazers,103,Oklahoma City Thunder,93,Box Score,,18203,Chesapeake Energy Arena,
Tue Jan 3 2012,9:00p,Milwaukee Bucks,73,Utah Jazz,85,Box Score,,17756,EnergySolutions Arena,
Tue Jan 3 2012,10:30p,Houston Rockets,99,Los Angeles Lakers,108,Box Score,,18997,STAPLES Center,
Wed Jan 4 2012,7:00p,Washington Wizards,85,Orlando Magic,103,Box Score,,18846,Amway Center,
Wed Jan 4 2012,7:00p,Cleveland Cavaliers,77,Toronto Raptors,92,Box Score,,14468,Air Canada Centre,
Wed Jan 4 2012,7:30p,New Jersey Nets,70,Boston Celtics,89,Box Score,,18624,TD Garden,
Wed Jan 4 2012,7:30p,Chicago Bulls,99,Detroit Pistons,83,Box Score,,9125,The Palace of Auburn Hills,
Wed Jan 4 2012,7:30p,Indiana Pacers,83,Miami Heat,118,Box Score,,20201,AmericanAirlines Arena,
Wed Jan 4 2012,7:30p,Charlotte Bobcats,118,New York Knicks,110,Box Score,,19763,Madison Square Garden (IV),
Wed Jan 4 2012,8:00p,Memphis Grizzlies,90,Minnesota Timberwolves,86,Box Score,,17404,Target Center,
Wed Jan 4 2012,8:00p,Philadelphia 76ers,101,New Orleans Hornets,93,Box Score,,12387,New Orleans Arena,
Wed Jan 4 2012,8:30p,Phoenix Suns,89,Dallas Mavericks,98,Box Score,,19885,American Airlines Center,
Wed Jan 4 2012,8:30p,Golden State Warriors,95,San Antonio Spurs,101,Box Score,,16751,AT&T Center,
Wed Jan 4 2012,9:00p,Sacramento Kings,83,Denver Nuggets,110,Box Score,,14562,Pepsi Center,
Wed Jan 4 2012,10:30p,Houston Rockets,89,Los Angeles Clippers,117,Box Score,,19060,STAPLES Center,
Thu Jan 5 2012,8:00p,Miami Heat,116,Atlanta Hawks,109,Box Score,3OT,18371,Philips Arena,
Thu Jan 5 2012,8:30p,Dallas Mavericks,71,San Antonio Spurs,93,Box Score,,18581,AT&T Center,
Thu Jan 5 2012,10:00p,Milwaukee Bucks,100,Sacramento Kings,103,Box Score,,11813,Power Balance Pavilion,
Thu Jan 5 2012,10:30p,Los Angeles Lakers,96,Portland Trail Blazers,107,Box Score,,20444,Rose Garden Arena,
Fri Jan 6 2012,7:00p,Atlanta Hawks,102,Charlotte Bobcats,96,Box Score,OT,17827,Time Warner Cable Arena,
Fri Jan 6 2012,7:00p,Detroit Pistons,73,Philadelphia 76ers,96,Box Score,,19408,Wells Fargo Center,
Fri Jan 6 2012,7:00p,New Jersey Nets,97,Toronto Raptors,85,Box Score,,16771,Air Canada Centre,
Fri Jan 6 2012,7:00p,New York Knicks,99,Washington Wizards,96,Box Score,,16998,Verizon Center,
Fri Jan 6 2012,7:30p,Indiana Pacers,87,Boston Celtics,74,Box Score,,18624,TD Garden,
Fri Jan 6 2012,8:00p,Cleveland Cavaliers,98,Minnesota Timberwolves,87,Box Score,,16943,Target Center,
Fri Jan 6 2012,8:00p,Denver Nuggets,96,New Orleans Hornets,88,Box Score,,13035,New Orleans Arena,
Fri Jan 6 2012,8:00p,Houston Rockets,94,Oklahoma City Thunder,109,Box Score,,18203,Chesapeake Energy Arena,
Fri Jan 6 2012,8:00p,Chicago Bulls,97,Orlando Magic,83,Box Score,,18912,Amway Center,
Fri Jan 6 2012,9:00p,Memphis Grizzlies,85,Utah Jazz,94,Box Score,,19503,EnergySolutions Arena,
Fri Jan 6 2012,10:30p,Golden State Warriors,90,Los Angeles Lakers,97,Box Score,,18997,STAPLES Center,
Fri Jan 6 2012,10:30p,Portland Trail Blazers,77,Phoenix Suns,102,Box Score,,16235,US Airways Center,
Sat Jan 7 2012,7:00p,Chicago Bulls,94,Atlanta Hawks,109,Box Score,,17112,Philips Arena,
Sat Jan 7 2012,7:00p,Charlotte Bobcats,77,Indiana Pacers,99,Box Score,,17226,Bankers Life Fieldhouse,
Sat Jan 7 2012,7:30p,New York Knicks,103,Detroit Pistons,80,Box Score,,12044,The Palace of Auburn Hills,
Sat Jan 7 2012,7:30p,Miami Heat,101,New Jersey Nets,90,Box Score,,18711,Prudential Center,
Sat Jan 7 2012,8:00p,Oklahoma City Thunder,98,Houston Rockets,95,Box Score,,14327,Toyota Center,
Sat Jan 7 2012,8:00p,Toronto Raptors,62,Philadelphia 76ers,97,Box Score,,14522,Wells Fargo Center,
Sat Jan 7 2012,8:30p,Denver Nuggets,117,San Antonio Spurs,121,Box Score,,17537,AT&T Center,
Sat Jan 7 2012,9:00p,New Orleans Hornets,81,Dallas Mavericks,96,Box Score,,20409,American Airlines Center,
Sat Jan 7 2012,10:30p,Utah Jazz,88,Golden State Warriors,87,Box Score,,19596,Oracle Arena,
Sat Jan 7 2012,10:30p,Milwaukee Bucks,86,Los Angeles Clippers,92,Box Score,,19229,STAPLES Center,
Sun Jan 8 2012,1:00p,Minnesota Timberwolves,93,Washington Wizards,72,Box Score,,13095,Verizon Center,
Sun Jan 8 2012,6:00p,Orlando Magic,104,Sacramento Kings,97,Box Score,,14150,Power Balance Pavilion,
Sun Jan 8 2012,7:00p,San Antonio Spurs,96,Oklahoma City Thunder,108,Box Score,,18203,Chesapeake Energy Arena,
Sun Jan 8 2012,8:00p,Milwaukee Bucks,93,Phoenix Suns,109,Box Score,,13420,US Airways Center,
Sun Jan 8 2012,9:00p,Cleveland Cavaliers,78,Portland Trail Blazers,98,Box Score,,20292,Rose Garden Arena,
Sun Jan 8 2012,9:30p,Memphis Grizzlies,82,Los Angeles Lakers,90,Box Score,,18997,STAPLES Center,
Mon Jan 9 2012,7:00p,Indiana Pacers,86,Philadelphia 76ers,96,Box Score,,8612,Wells Fargo Center,
Mon Jan 9 2012,7:00p,Minnesota Timberwolves,87,Toronto Raptors,97,Box Score,,14097,Air Canada Centre,
Mon Jan 9 2012,7:30p,Atlanta Hawks,106,New Jersey Nets,101,Box Score,,12259,Prudential Center,
Mon Jan 9 2012,7:30p,Charlotte Bobcats,87,New York Knicks,91,Box Score,,19763,Madison Square Garden (IV),
Mon Jan 9 2012,8:00p,Detroit Pistons,68,Chicago Bulls,92,Box Score,,21530,United Center,
Mon Jan 9 2012,9:00p,New Orleans Hornets,94,Denver Nuggets,81,Box Score,,14002,Pepsi Center,
Tue Jan 10 2012,7:00p,Houston Rockets,82,Charlotte Bobcats,70,Box Score,,13421,Time Warner Cable Arena,
Tue Jan 10 2012,7:00p,Sacramento Kings,85,Philadelphia 76ers,112,Box Score,,10255,Wells Fargo Center,
Tue Jan 10 2012,7:00p,Toronto Raptors,78,Washington Wizards,93,Box Score,,14077,Verizon Center,
Tue Jan 10 2012,7:30p,Dallas Mavericks,100,Detroit Pistons,86,Box Score,,10073,The Palace of Auburn Hills,
Tue Jan 10 2012,8:00p,Oklahoma City Thunder,100,Memphis Grizzlies,95,Box Score,,13601,FedEx Forum,
Tue Jan 10 2012,8:00p,San Antonio Spurs,103,Milwaukee Bucks,106,Box Score,,11585,Bradley Center,
Tue Jan 10 2012,8:00p,Chicago Bulls,111,Minnesota Timberwolves,100,Box Score,,19356,Target Center,
Tue Jan 10 2012,9:00p,Cleveland Cavaliers,105,Utah Jazz,113,Box Score,,17859,EnergySolutions Arena,
Tue Jan 10 2012,10:00p,Los Angeles Clippers,97,Portland Trail Blazers,105,Box Score,,20381,Rose Garden Arena,
Tue Jan 10 2012,10:30p,Miami Heat,106,Golden State Warriors,111,Box Score,OT,19596,Oracle Arena,
Tue Jan 10 2012,10:30p,Phoenix Suns,83,Los Angeles Lakers,99,Box Score,,18997,STAPLES Center,
Wed Jan 11 2012,7:00p,Atlanta Hawks,84,Indiana Pacers,96,Box Score,,10334,Bankers Life Fieldhouse,
Wed Jan 11 2012,7:00p,Sacramento Kings,98,Toronto Raptors,91,Box Score,,14323,Air Canada Centre,
Wed Jan 11 2012,7:30p,Philadelphia 76ers,79,New York Knicks,85,Box Score,,19763,Madison Square Garden (IV),
Wed Jan 11 2012,8:00p,Dallas Mavericks,90,Boston Celtics,85,Box Score,,18624,TD Garden,
Wed Jan 11 2012,8:00p,Washington Wizards,64,Chicago Bulls,78,Box Score,,21366,United Center,
Wed Jan 11 2012,8:00p,Oklahoma City Thunder,95,New Orleans Hornets,85,Box Score,,13565,New Orleans Arena,
Wed Jan 11 2012,8:30p,Houston Rockets,95,San Antonio Spurs,101,Box Score,OT,17381,AT&T Center,
Wed Jan 11 2012,9:00p,New Jersey Nets,115,Denver Nuggets,123,Box Score,,14139,Pepsi Center,
Wed Jan 11 2012,9:00p,Los Angeles Lakers,90,Utah Jazz,87,Box Score,OT,19642,EnergySolutions Arena,
Wed Jan 11 2012,10:00p,Orlando Magic,107,Portland Trail Blazers,104,Box Score,,20467,Rose Garden Arena,
Wed Jan 11 2012,10:30p,Miami Heat,89,Los Angeles Clippers,95,Box Score,OT,19341,STAPLES Center,
Thu Jan 12 2012,7:30p,Charlotte Bobcats,81,Atlanta Hawks,111,Box Score,,10597,Philips Arena,
Thu Jan 12 2012,8:00p,New York Knicks,83,Memphis Grizzlies,94,Box Score,,15324,FedEx Forum,
Thu Jan 12 2012,8:00p,Detroit Pistons,93,Milwaukee Bucks,102,Box Score,,11465,Bradley Center,
Thu Jan 12 2012,9:00p,Cleveland Cavaliers,101,Phoenix Suns,90,Box Score,,14636,US Airways Center,
Thu Jan 12 2012,10:30p,Orlando Magic,117,Golden State Warriors,109,Box Score,,17754,Oracle Arena,
Fri Jan 13 2012,7:00p,Detroit Pistons,98,Charlotte Bobcats,81,Box Score,,18043,Time Warner Cable Arena,
Fri Jan 13 2012,7:00p,Washington Wizards,89,Philadelphia 76ers,120,Box Score,,14213,Wells Fargo Center,
Fri Jan 13 2012,7:00p,Indiana Pacers,95,Toronto Raptors,90,Box Score,,15302,Air Canada Centre,
Fri Jan 13 2012,8:00p,Chicago Bulls,88,Boston Celtics,79,Box Score,,18624,TD Garden,
Fri Jan 13 2012,8:00p,Sacramento Kings,89,Houston Rockets,103,Box Score,,12870,Toyota Center,
Fri Jan 13 2012,8:00p,Minnesota Timberwolves,87,New Orleans Hornets,80,Box Score,,14295,New Orleans Arena,
Fri Jan 13 2012,8:30p,Milwaukee Bucks,76,Dallas Mavericks,102,Box Score,,20112,American Airlines Center,
Fri Jan 13 2012,8:30p,Portland Trail Blazers,83,San Antonio Spurs,99,Box Score,,18581,AT&T Center,
Fri Jan 13 2012,9:00p,New Jersey Nets,110,Phoenix Suns,103,Box Score,,15191,US Airways Center,
Fri Jan 13 2012,10:30p,Miami Heat,104,Denver Nuggets,117,Box Score,,19155,Pepsi Center,
Fri Jan 13 2012,10:30p,Cleveland Cavaliers,92,Los Angeles Lakers,97,Box Score,,18997,STAPLES Center,
Sat Jan 14 2012,7:00p,Minnesota Timberwolves,91,Atlanta Hawks,93,Box Score,,13135,Philips Arena,
Sat Jan 14 2012,7:00p,Golden State Warriors,100,Charlotte Bobcats,112,Box Score,,16122,Time Warner Cable Arena,
Sat Jan 14 2012,7:00p,Boston Celtics,83,Indiana Pacers,97,Box Score,,14203,Bankers Life Fieldhouse,
Sat Jan 14 2012,7:00p,Philadelphia 76ers,103,Washington Wizards,90,Box Score,,13998,Verizon Center,
Sat Jan 14 2012,8:00p,Toronto Raptors,64,Chicago Bulls,77,Box Score,,21962,United Center,
Sat Jan 14 2012,8:00p,Portland Trail Blazers,105,Houston Rockets,107,Box Score,OT,11676,Toyota Center,
Sat Jan 14 2012,8:00p,New Orleans Hornets,99,Memphis Grizzlies,108,Box Score,,14983,FedEx Forum,
Sat Jan 14 2012,8:00p,New York Knicks,92,Oklahoma City Thunder,104,Box Score,,18203,Chesapeake Energy Arena,
Sat Jan 14 2012,9:00p,Sacramento Kings,60,Dallas Mavericks,99,Box Score,,20313,American Airlines Center,
Sat Jan 14 2012,9:00p,New Jersey Nets,94,Utah Jazz,107,Box Score,,19557,EnergySolutions Arena,
Sat Jan 14 2012,10:30p,Los Angeles Lakers,94,Los Angeles Clippers,102,Box Score,,19895,STAPLES Center,
Sun Jan 15 2012,6:00p,Golden State Warriors,99,Detroit Pistons,91,Box Score,,11774,The Palace of Auburn Hills,
Sun Jan 15 2012,8:00p,Utah Jazz,106,Denver Nuggets,96,Box Score,,16208,Pepsi Center,
Sun Jan 15 2012,9:00p,Phoenix Suns,91,San Antonio Spurs,102,Box Score,,18581,AT&T Center,
Mon Jan 16 2012,1:00p,Chicago Bulls,86,Memphis Grizzlies,102,Box Score,,18119,FedEx Forum,
Mon Jan 16 2012,1:00p,Orlando Magic,102,New York Knicks,93,Box Score,,19763,Madison Square Garden (IV),
Mon Jan 16 2012,2:00p,Cleveland Cavaliers,102,Charlotte Bobcats,94,Box Score,,14988,Time Warner Cable Arena,
Mon Jan 16 2012,2:00p,Milwaukee Bucks,82,Philadelphia 76ers,94,Box Score,,17281,Wells Fargo Center,
Mon Jan 16 2012,2:00p,Houston Rockets,114,Washington Wizards,106,Box Score,,15594,Verizon Center,
Mon Jan 16 2012,3:00p,Portland Trail Blazers,84,New Orleans Hornets,77,Box Score,,14758,New Orleans Arena,
Mon Jan 16 2012,3:30p,New Jersey Nets,91,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
Mon Jan 16 2012,4:00p,Toronto Raptors,84,Atlanta Hawks,93,Box Score,,11050,Philips Arena,
Mon Jan 16 2012,8:00p,Oklahoma City Thunder,97,Boston Celtics,88,Box Score,,18624,TD Garden,
Mon Jan 16 2012,8:00p,Sacramento Kings,86,Minnesota Timberwolves,99,Box Score,,16159,Target Center,
Mon Jan 16 2012,10:30p,Dallas Mavericks,70,Los Angeles Lakers,73,Box Score,,18997,STAPLES Center,
Tue Jan 17 2012,7:00p,Golden State Warriors,105,Cleveland Cavaliers,95,Box Score,,13056,Quicken Loans Arena,
Tue Jan 17 2012,7:00p,Charlotte Bobcats,89,Orlando Magic,96,Box Score,,18846,Amway Center,
Tue Jan 17 2012,7:30p,San Antonio Spurs,98,Miami Heat,120,Box Score,,19600,AmericanAirlines Arena,
Tue Jan 17 2012,8:00p,Phoenix Suns,97,Chicago Bulls,118,Box Score,,21347,United Center,
