Date,Visitor/Neutral,PTS,Home/Neutral,PTS,
Sat Jul 25 2020,Seattle Storm,87,New York Liberty,71,Box Score
Sat Jul 25 2020,Los Angeles Sparks,99,Phoenix Mercury,76,Box Score
Sat Jul 25 2020,Indiana Fever,76,Washington Mystics,101,Box Score
Sun Jul 26 2020,Dallas Wings,95,Atlanta Dream,105,Box Score
Sun Jul 26 2020,Chicago Sky,88,Las Vegas Aces,86,Box Score
Sun Jul 26 2020,Connecticut Sun,69,Minnesota Lynx,77,Box Score
Tue Jul 28 2020,Los Angeles Sparks,78,Chicago Sky,96,Box Score
Tue Jul 28 2020,Washington Mystics,94,Connecticut Sun,89,Box Score
Tue Jul 28 2020,Minnesota Lynx,66,Seattle Storm,90,Box Score
Wed Jul 29 2020,New York Liberty,80,Dallas Wings,93,Box Score
Wed Jul 29 2020,Phoenix Mercury,100,Indiana Fever,106,Box Score
Wed Jul 29 2020,Atlanta Dream,70,Las Vegas Aces,100,Box Score
Thu Jul 30 2020,Connecticut Sun,76,Los Angeles Sparks,81,Box Score
Thu Jul 30 2020,Chicago Sky,81,Minnesota Lynx,83,Box Score
Thu Jul 30 2020,Seattle Storm,71,Washington Mystics,89,Box Score
Fri Jul 31 2020,New York Liberty,78,Atlanta Dream,84,Box Score
Fri Jul 31 2020,Indiana Fever,73,Dallas Wings,76,Box Score
Fri Jul 31 2020,Las Vegas Aces,95,Phoenix Mercury,102,Box Score
Sat Aug 1 2020,Washington Mystics,86,Chicago Sky,88,Box Score
Sat Aug 1 2020,Minnesota Lynx,78,Connecticut Sun,69,Box Score
Sat Aug 1 2020,Los Angeles Sparks,75,Seattle Storm,81,Box Score
Sun Aug 2 2020,Atlanta Dream,77,Indiana Fever,93,Box Score
Sun Aug 2 2020,Dallas Wings,70,Las Vegas Aces,79,Box Score
Sun Aug 2 2020,Phoenix Mercury,96,New York Liberty,67,Box Score
Tue Aug 4 2020,Phoenix Mercury,81,Atlanta Dream,74,Box Score
Tue Aug 4 2020,Dallas Wings,79,Chicago Sky,82,Box Score
Tue Aug 4 2020,Connecticut Sun,74,Seattle Storm,87,Box Score
Wed Aug 5 2020,Indiana Fever,75,Los Angeles Sparks,86,Box Score
Wed Aug 5 2020,Minnesota Lynx,92,New York Liberty,66,Box Score
Wed Aug 5 2020,Las Vegas Aces,83,Washington Mystics,77,Box Score
Thu Aug 6 2020,Seattle Storm,93,Atlanta Dream,92,Box Score
Thu Aug 6 2020,Connecticut Sun,91,Dallas Wings,68,Box Score
Thu Aug 6 2020,Chicago Sky,86,Phoenix Mercury,96,Box Score
Fri Aug 7 2020,Los Angeles Sparks,82,Las Vegas Aces,86,Box Score
Fri Aug 7 2020,Indiana Fever,80,Minnesota Lynx,87,Box Score
Fri Aug 7 2020,New York Liberty,74,Washington Mystics,66,Box Score
Sat Aug 8 2020,Chicago Sky,100,Connecticut Sun,93,Box Score
Sat Aug 8 2020,Atlanta Dream,75,Dallas Wings,85,Box Score
Sat Aug 8 2020,Phoenix Mercury,68,Seattle Storm,74,Box Score
Sun Aug 9 2020,Washington Mystics,84,Indiana Fever,91,Box Score
Sun Aug 9 2020,Minnesota Lynx,81,Los Angeles Sparks,97,Box Score
Sun Aug 9 2020,Las Vegas Aces,78,New York Liberty,76,Box Score
Mon Aug 10 2020,Connecticut Sun,93,Atlanta Dream,82,Box Score
Mon Aug 10 2020,Phoenix Mercury,91,Dallas Wings,79,Box Score
Mon Aug 10 2020,Chicago Sky,71,Seattle Storm,89,Box Score
Tue Aug 11 2020,Las Vegas Aces,98,Indiana Fever,79,Box Score
Tue Aug 11 2020,New York Liberty,78,Los Angeles Sparks,93,Box Score
Tue Aug 11 2020,Washington Mystics,48,Minnesota Lynx,68,Box Score
Wed Aug 12 2020,Phoenix Mercury,71,Chicago Sky,89,Box Score
Wed Aug 12 2020,Dallas Wings,66,Connecticut Sun,70,Box Score
Wed Aug 12 2020,Atlanta Dream,63,Seattle Storm,100,Box Score
Thu Aug 13 2020,Minnesota Lynx,77,Las Vegas Aces,87,Box Score
Thu Aug 13 2020,Indiana Fever,86,New York Liberty,79,Box Score
Thu Aug 13 2020,Los Angeles Sparks,81,Washington Mystics,64,Box Score
Fri Aug 14 2020,Connecticut Sun,77,Chicago Sky,74,Box Score
Fri Aug 14 2020,Seattle Storm,83,Dallas Wings,65,Box Score
Fri Aug 14 2020,Atlanta Dream,80,Phoenix Mercury,96,Box Score
Sat Aug 15 2020,Los Angeles Sparks,90,Indiana Fever,76,Box Score
Sat Aug 15 2020,Washington Mystics,73,Las Vegas Aces,88,Box Score
Sat Aug 15 2020,New York Liberty,64,Minnesota Lynx,94,Box Score
Sun Aug 16 2020,Chicago Sky,92,Atlanta Dream,67,Box Score
Sun Aug 16 2020,Seattle Storm,95,Connecticut Sun,72,Box Score
Sun Aug 16 2020,Dallas Wings,95,Phoenix Mercury,89,Box Score
Tue Aug 18 2020,Las Vegas Aces,82,Chicago Sky,84,Box Score
Tue Aug 18 2020,Indiana Fever,62,Connecticut Sun,84,Box Score
Tue Aug 18 2020,New York Liberty,64,Seattle Storm,105,Box Score
Wed Aug 19 2020,Phoenix Mercury,74,Los Angeles Sparks,83,Box Score
Wed Aug 19 2020,Dallas Wings,84,Minnesota Lynx,91,Box Score
Wed Aug 19 2020,Atlanta Dream,91,Washington Mystics,98,Box Score
Thu Aug 20 2020,Seattle Storm,84,Indiana Fever,90,Box Score
Thu Aug 20 2020,Connecticut Sun,78,Las Vegas Aces,99,Box Score
Thu Aug 20 2020,Chicago Sky,101,New York Liberty,85,Box Score
Fri Aug 21 2020,Los Angeles Sparks,93,Atlanta Dream,85,Box Score
Fri Aug 21 2020,Washington Mystics,92,Dallas Wings,101,Box Score
Fri Aug 21 2020,Minnesota Lynx,90,Phoenix Mercury,80,Box Score
Sat Aug 22 2020,Indiana Fever,76,Chicago Sky,87,Box Score
Sat Aug 22 2020,New York Liberty,65,Connecticut Sun,82,Box Score
Sat Aug 22 2020,Seattle Storm,74,Las Vegas Aces,82,Box Score
Sun Aug 23 2020,Dallas Wings,81,Los Angeles Sparks,84,Box Score
Sun Aug 23 2020,Atlanta Dream,78,Minnesota Lynx,75,Box Score
Sun Aug 23 2020,Phoenix Mercury,88,Washington Mystics,87,Box Score
Tue Aug 25 2020,New York Liberty,101,Chicago Sky,99,Box Score
Tue Aug 25 2020,Las Vegas Aces,96,Dallas Wings,92,Box Score
Tue Aug 25 2020,Indiana Fever,74,Seattle Storm,87,Box Score
Fri Aug 28 2020,Minnesota Lynx,88,Atlanta Dream,79,Box Score
Fri Aug 28 2020,Los Angeles Sparks,80,Connecticut Sun,76,Box Score
Fri Aug 28 2020,Washington Mystics,72,Phoenix Mercury,94,Box Score
Sat Aug 29 2020,Seattle Storm,88,Chicago Sky,74,Box Score
Sat Aug 29 2020,Dallas Wings,82,Indiana Fever,78,Box Score
Sat Aug 29 2020,New York Liberty,63,Las Vegas Aces,80,Box Score
Sun Aug 30 2020,Atlanta Dream,79,Los Angeles Sparks,84,Box Score
Sun Aug 30 2020,Phoenix Mercury,83,Minnesota Lynx,79,Box Score
Sun Aug 30 2020,Connecticut Sun,76,Washington Mystics,63,Box Score
Mon Aug 31 2020,Chicago Sky,100,Indiana Fever,77,Box Score
Mon Aug 31 2020,Los Angeles Sparks,78,Minnesota Lynx,96,Box Score
Tue Sep 1 2020,Indiana Fever,90,Atlanta Dream,102,Box Score
Tue Sep 1 2020,Phoenix Mercury,92,Las Vegas Aces,85,Box Score
Tue Sep 1 2020,Connecticut Sun,70,New York Liberty,65,Box Score
Wed Sep 2 2020,Minnesota Lynx,86,Chicago Sky,83,Box Score
Wed Sep 2 2020,Los Angeles Sparks,91,Dallas Wings,83,Box Score
Wed Sep 2 2020,Washington Mystics,64,Seattle Storm,71,Box Score
Thu Sep 3 2020,Las Vegas Aces,93,Connecticut Sun,78,Box Score
Thu Sep 3 2020,Atlanta Dream,62,New York Liberty,56,Box Score
Thu Sep 3 2020,Indiana Fever,81,Phoenix Mercury,105,Box Score
Fri Sep 4 2020,Minnesota Lynx,88,Dallas Wings,75,Box Score
Fri Sep 4 2020,Seattle Storm,90,Los Angeles Sparks,89,Box Score
Fri Sep 4 2020,Chicago Sky,69,Washington Mystics,79,Box Score
Sat Sep 5 2020,Las Vegas Aces,89,Atlanta Dream,79,Box Score
Sat Sep 5 2020,Connecticut Sun,96,Indiana Fever,77,Box Score
Sat Sep 5 2020,New York Liberty,67,Phoenix Mercury,83,Box Score
Sun Sep 6 2020,Chicago Sky,80,Los Angeles Sparks,86,Box Score
Sun Sep 6 2020,Seattle Storm,103,Minnesota Lynx,88,Box Score
Sun Sep 6 2020,Dallas Wings,101,Washington Mystics,94,Box Score
Mon Sep 7 2020,Connecticut Sun,85,Phoenix Mercury,70,Box Score
Tue Sep 8 2020,Indiana Fever,86,Las Vegas Aces,92,Box Score
Tue Sep 8 2020,Los Angeles Sparks,96,New York Liberty,70,Box Score
Tue Sep 8 2020,Minnesota Lynx,86,Washington Mystics,89,Box Score
Wed Sep 9 2020,Atlanta Dream,97,Chicago Sky,89,Box Score
Wed Sep 9 2020,Phoenix Mercury,100,Connecticut Sun,95,Box Score
Wed Sep 9 2020,Dallas Wings,95,Seattle Storm,107,Box Score
Thu Sep 10 2020,New York Liberty,75,Indiana Fever,85,Box Score
Thu Sep 10 2020,Washington Mystics,80,Los Angeles Sparks,72,Box Score
Thu Sep 10 2020,Las Vegas Aces,104,Minnesota Lynx,89,Box Score
Fri Sep 11 2020,Atlanta Dream,82,Connecticut Sun,75,Box Score
Fri Sep 11 2020,Chicago Sky,95,Dallas Wings,88,Box Score
Fri Sep 11 2020,Seattle Storm,83,Phoenix Mercury,60,Box Score
Sat Sep 12 2020,Minnesota Lynx,98,Indiana Fever,86,Box Score
Sat Sep 12 2020,Las Vegas Aces,84,Los Angeles Sparks,70,Box Score
Sat Sep 12 2020,Washington Mystics,75,New York Liberty,58,Box Score
Sun Sep 13 2020,Washington Mystics,85,Atlanta Dream,78,Box Score
Sun Sep 13 2020,Dallas Wings,82,New York Liberty,79,Box Score
Sun Sep 13 2020,Las Vegas Aces,86,Seattle Storm,84,Box Score
Tue Sep 15 2020,Connecticut Sun,94,Chicago Sky,81,Box Score
Tue Sep 15 2020,Washington Mystics,84,Phoenix Mercury,85,Box Score
Thu Sep 17 2020,Connecticut Sun,73,Los Angeles Sparks,59,Box Score
Thu Sep 17 2020,Phoenix Mercury,79,Minnesota Lynx,80,Box Score
Sun Sep 20 2020,Connecticut Sun,87,Las Vegas Aces,62,Box Score
Tue Sep 22 2020,Connecticut Sun,75,Las Vegas Aces,83,Box Score
Tue Sep 22 2020,Minnesota Lynx,86,Seattle Storm,88,Box Score
Thu Sep 24 2020,Las Vegas Aces,68,Connecticut Sun,77,Box Score
Thu Sep 24 2020,Minnesota Lynx,79,Seattle Storm,89,Box Score
Sun Sep 27 2020,Las Vegas Aces,84,Connecticut Sun,75,Box Score
Sun Sep 27 2020,Seattle Storm,92,Minnesota Lynx,71,Box Score
Tue Sep 29 2020,Connecticut Sun,63,Las Vegas Aces,66,Box Score
Fri Oct 2 2020,Seattle Storm,93,Las Vegas Aces,80,Box Score
Sun Oct 4 2020,Seattle Storm,104,Las Vegas Aces,91,Box Score
Tue Oct 6 2020,Las Vegas Aces,59,Seattle Storm,92,Box Score